click_id,timestamp,campaign_id,visitor_id,converted
CLK_000051,2026-08-26 14:05:31,CAMP_003,VISITOR_424,False
CLK_000052,2026-09-11 14:37:31,CAMP_004,VISITOR_111,False
CLK_000053,2026-09-05 19:16:31,CAMP_001,VISITOR_446,True
CLK_000054,2026-08-20 14:31:31,CAMP_002,VISITOR_460,False
CLK_000055,2026-08-27 23:39:31,CAMP_003,VISITOR_409,False
CLK_000056,2026-08-25 14:51:31,CAMP_001,VISITOR_182,False
CLK_000057,2026-08-16 13:17:31,CAMP_002,VISITOR_340,False
CLK_000058,2026-09-02 14:39:31,CAMP_002,VISITOR_144,False
CLK_000059,2026-08-20 08:29:31,CAMP_003,VISITOR_114,False
CLK_000060,2026-08-21 08:13:31,CAMP_003,VISITOR_243,False
CLK_000061,2026-09-09 04:18:31,CAMP_004,VISITOR_266,True
CLK_000062,2026-09-09 11:01:31,CAMP_002,VISITOR_412,False
CLK_000063,2026-08-29 07:30:31,CAMP_001,VISITOR_354,False
CLK_000064,2026-08-26 20:16:31,CAMP_005,VISITOR_141,False
CLK_000065,2026-09-03 13:15:31,CAMP_004,VISITOR_299,False
CLK_000066,2026-09-01 12:27:31,CAMP_003,VISITOR_235,False
CLK_000067,2026-09-07 01:17:31,CAMP_004,VISITOR_248,True
CLK_000068,2026-09-07 12:22:31,CAMP_005,VISITOR_468,False
CLK_000069,2026-08-25 23:16:31,CAMP_003,VISITOR_254,False
CLK_000070,2026-09-09 14:05:31,CAMP_002,VISITOR_409,False
CLK_000071,2026-08-19 19:33:31,CAMP_001,VISITOR_110,False
CLK_000072,2026-08-16 23:05:31,CAMP_002,VISITOR_120,False
CLK_000073,2026-09-09 22:43:31,CAMP_001,VISITOR_243,False
CLK_000074,2026-09-02 08:28:31,CAMP_003,VISITOR_347,False
CLK_000075,2026-08-19 17:12:31,CAMP_002,VISITOR_153,False
CLK_000076,2026-09-11 23:02:31,CAMP_001,VISITOR_348,False
CLK_000077,2026-09-03 08:32:31,CAMP_003,VISITOR_499,True
CLK_000078,2026-08-26 23:58:31,CAMP_005,VISITOR_363,True
CLK_000079,2026-08-25 01:58:31,CAMP_002,VISITOR_170,False
CLK_000080,2026-08-25 14:30:31,CAMP_001,VISITOR_191,False
CLK_000081,2026-09-08 04:25:31,CAMP_003,VISITOR_232,True
CLK_000082,2026-08-28 11:23:31,CAMP_002,VISITOR_117,False
CLK_000083,2026-09-08 10:26:31,CAMP_004,VISITOR_306,False
CLK_000084,2026-09-01 22:26:31,CAMP_001,VISITOR_288,False
CLK_000085,2026-08-29 03:12:31,CAMP_001,VISITOR_353,False
CLK_000086,2026-08-28 16:38:31,CAMP_001,VISITOR_399,True
CLK_000087,2026-09-12 11:11:31,CAMP_004,VISITOR_389,True
CLK_000088,2026-08-24 03:03:31,CAMP_004,VISITOR_165,False
CLK_000089,2026-08-24 06:13:31,CAMP_004,VISITOR_135,True
CLK_000090,2026-09-08 07:38:31,CAMP_005,VISITOR_251,False
CLK_000091,2026-09-11 15:42:31,CAMP_001,VISITOR_416,False
CLK_000092,2026-09-08 08:41:31,CAMP_003,VISITOR_460,False
CLK_000093,2026-09-05 14:48:31,CAMP_005,VISITOR_468,False
CLK_000094,2026-08-15 01:48:31,CAMP_001,VISITOR_311,False
CLK_000095,2026-08-18 03:26:31,CAMP_005,VISITOR_425,True
CLK_000096,2026-08-17 18:27:31,CAMP_004,VISITOR_257,False
CLK_000097,2026-09-13 17:41:31,CAMP_003,VISITOR_108,False
CLK_000098,2026-08-25 16:47:31,CAMP_003,VISITOR_145,True
CLK_000099,2026-08-19 10:37:31,CAMP_005,VISITOR_146,True
CLK_000100,2026-09-03 16:35:31,CAMP_005,VISITOR_371,True
CLK_000101,2026-08-25 05:03:31,CAMP_004,VISITOR_442,False
CLK_000102,2026-08-15 05:27:31,CAMP_002,VISITOR_311,False
CLK_000103,2026-08-18 00:38:31,CAMP_005,VISITOR_353,False
CLK_000104,2026-09-11 20:50:31,CAMP_003,VISITOR_306,False
CLK_000105,2026-08-25 03:57:31,CAMP_002,VISITOR_382,False
CLK_000106,2026-09-12 14:11:31,CAMP_002,VISITOR_391,True
CLK_000107,2026-08-22 01:20:31,CAMP_005,VISITOR_151,False
CLK_000108,2026-09-08 03:42:31,CAMP_005,VISITOR_253,False
CLK_000109,2026-08-19 15:55:31,CAMP_004,VISITOR_465,False
CLK_000110,2026-08-24 15:57:31,CAMP_004,VISITOR_112,False
CLK_000111,2026-09-12 12:58:31,CAMP_003,VISITOR_326,False
CLK_000112,2026-08-17 15:34:31,CAMP_004,VISITOR_461,False
CLK_000113,2026-09-01 07:59:31,CAMP_005,VISITOR_403,False
CLK_000114,2026-08-27 07:00:31,CAMP_003,VISITOR_255,False
CLK_000115,2026-09-04 16:44:31,CAMP_001,VISITOR_403,False
CLK_000116,2026-08-24 11:57:31,CAMP_005,VISITOR_451,False
CLK_000117,2026-08-25 15:46:31,CAMP_001,VISITOR_252,False
CLK_000118,2026-09-12 00:16:31,CAMP_001,VISITOR_183,False
CLK_000119,2026-08-29 07:53:31,CAMP_001,VISITOR_435,True
CLK_000120,2026-09-06 19:59:31,CAMP_005,VISITOR_394,False
CLK_000121,2026-09-03 21:24:31,CAMP_004,VISITOR_152,True
CLK_000122,2026-09-09 16:01:31,CAMP_001,VISITOR_168,True
CLK_000123,2026-08-21 15:33:31,CAMP_005,VISITOR_299,False
CLK_000124,2026-09-02 14:40:31,CAMP_001,VISITOR_118,False
CLK_000125,2026-09-12 05:42:31,CAMP_003,VISITOR_391,True
CLK_000126,2026-09-12 04:46:31,CAMP_001,VISITOR_474,False
CLK_000127,2026-08-23 17:23:31,CAMP_001,VISITOR_215,True
CLK_000128,2026-09-05 00:07:31,CAMP_003,VISITOR_335,False
CLK_000129,2026-08-15 19:30:31,CAMP_001,VISITOR_134,False
CLK_000130,2026-08-25 19:02:31,CAMP_004,VISITOR_491,False
CLK_000131,2026-08-25 13:12:31,CAMP_004,VISITOR_272,True
CLK_000132,2026-08-23 10:30:31,CAMP_005,VISITOR_171,False
CLK_000133,2026-09-13 18:30:31,CAMP_005,VISITOR_192,False
CLK_000134,2026-09-07 21:10:31,CAMP_004,VISITOR_322,False
CLK_000135,2026-08-27 17:53:31,CAMP_005,VISITOR_428,False
CLK_000136,2026-09-13 20:06:31,CAMP_005,VISITOR_474,False
CLK_000137,2026-08-18 22:32:31,CAMP_004,VISITOR_434,True
CLK_000138,2026-08-31 09:02:31,CAMP_002,VISITOR_149,False
CLK_000139,2026-09-11 12:47:31,CAMP_002,VISITOR_119,False
CLK_000140,2026-08-19 15:59:31,CAMP_001,VISITOR_310,True
CLK_000141,2026-08-26 23:37:31,CAMP_003,VISITOR_224,False
CLK_000142,2026-09-11 07:09:31,CAMP_003,VISITOR_420,True
CLK_000143,2026-08-20 00:08:31,CAMP_004,VISITOR_108,True
CLK_000144,2026-08-24 04:01:31,CAMP_004,VISITOR_248,False
CLK_000145,2026-09-08 01:57:31,CAMP_002,VISITOR_487,False
CLK_000146,2026-08-31 11:40:31,CAMP_003,VISITOR_306,False
CLK_000147,2026-08-16 10:06:31,CAMP_005,VISITOR_154,True
CLK_000148,2026-09-06 22:38:31,CAMP_005,VISITOR_214,False
CLK_000149,2026-08-22 03:46:31,CAMP_001,VISITOR_469,False
CLK_000150,2026-09-10 22:16:31,CAMP_002,VISITOR_131,False
CLK_000151,2026-08-20 13:20:31,CAMP_005,VISITOR_185,False
CLK_000152,2026-08-20 01:21:31,CAMP_002,VISITOR_237,False
CLK_000153,2026-09-12 03:40:31,CAMP_005,VISITOR_446,False
CLK_000154,2026-08-31 16:24:31,CAMP_003,VISITOR_493,False
CLK_000155,2026-09-01 04:02:31,CAMP_002,VISITOR_104,False
CLK_000156,2026-09-12 06:38:31,CAMP_001,VISITOR_262,False
CLK_000157,2026-09-13 03:19:31,CAMP_003,VISITOR_400,False
CLK_000158,2026-08-18 15:00:31,CAMP_005,VISITOR_166,False
CLK_000159,2026-09-01 03:49:31,CAMP_005,VISITOR_381,False
CLK_000160,2026-08-16 19:25:31,CAMP_002,VISITOR_449,True
CLK_000161,2026-09-11 23:06:31,CAMP_002,VISITOR_345,False
CLK_000162,2026-09-09 17:08:31,CAMP_005,VISITOR_478,False
CLK_000163,2026-09-13 09:37:31,CAMP_004,VISITOR_359,True
CLK_000164,2026-09-07 22:45:31,CAMP_001,VISITOR_419,True
CLK_000165,2026-09-12 19:08:31,CAMP_003,VISITOR_237,False
CLK_000166,2026-08-30 20:22:31,CAMP_005,VISITOR_145,False
CLK_000167,2026-09-05 17:59:31,CAMP_001,VISITOR_422,False
CLK_000168,2026-09-02 19:43:31,CAMP_002,VISITOR_270,False
CLK_000169,2026-09-10 15:45:31,CAMP_003,VISITOR_275,True
CLK_000170,2026-09-13 01:12:31,CAMP_001,VISITOR_145,False
CLK_000171,2026-08-29 06:36:31,CAMP_003,VISITOR_322,False
CLK_000172,2026-08-18 03:16:31,CAMP_002,VISITOR_169,False
CLK_000173,2026-08-19 08:48:31,CAMP_005,VISITOR_176,False
CLK_000174,2026-09-06 15:41:31,CAMP_005,VISITOR_152,False
CLK_000175,2026-09-08 03:57:31,CAMP_003,VISITOR_372,False
CLK_000176,2026-09-09 13:50:31,CAMP_004,VISITOR_246,True
CLK_000177,2026-09-09 10:44:31,CAMP_004,VISITOR_115,True
CLK_000178,2026-09-06 19:50:31,CAMP_005,VISITOR_161,False
CLK_000179,2026-08-17 01:57:31,CAMP_004,VISITOR_120,True
CLK_000180,2026-08-21 16:11:31,CAMP_002,VISITOR_291,False
CLK_000181,2026-09-13 13:30:31,CAMP_001,VISITOR_394,False
CLK_000182,2026-08-25 17:09:31,CAMP_004,VISITOR_200,False
CLK_000183,2026-08-28 08:23:31,CAMP_003,VISITOR_205,False
CLK_000184,2026-09-13 11:30:31,CAMP_002,VISITOR_347,False
CLK_000185,2026-08-25 11:09:31,CAMP_005,VISITOR_474,False
CLK_000186,2026-08-16 17:20:31,CAMP_003,VISITOR_194,True
CLK_000187,2026-09-10 21:05:31,CAMP_005,VISITOR_272,False
CLK_000188,2026-09-13 05:59:31,CAMP_003,VISITOR_212,False
CLK_000189,2026-09-11 02:20:31,CAMP_001,VISITOR_320,False
CLK_000190,2026-08-24 17:59:31,CAMP_002,VISITOR_328,False
CLK_000191,2026-08-28 23:24:31,CAMP_001,VISITOR_455,True
CLK_000192,2026-08-16 19:08:31,CAMP_002,VISITOR_246,False
CLK_000193,2026-09-04 16:01:31,CAMP_002,VISITOR_348,False
CLK_000194,2026-09-09 13:10:31,CAMP_005,VISITOR_322,True
CLK_000195,2026-08-26 16:15:31,CAMP_004,VISITOR_184,False
CLK_000196,2026-09-04 11:26:31,CAMP_002,VISITOR_359,True
CLK_000197,2026-09-03 12:48:31,CAMP_001,VISITOR_250,False
CLK_000198,2026-08-22 13:55:31,CAMP_004,VISITOR_287,False
CLK_000199,2026-08-21 03:38:31,CAMP_004,VISITOR_103,False
CLK_000200,2026-09-11 00:20:31,CAMP_002,VISITOR_153,False
CLK_000201,2026-09-06 16:32:31,CAMP_004,VISITOR_499,False
CLK_000202,2026-08-17 20:47:31,CAMP_004,VISITOR_416,False
CLK_000203,2026-09-09 05:21:31,CAMP_001,VISITOR_497,False
CLK_000204,2026-08-26 10:36:31,CAMP_002,VISITOR_276,False
CLK_000205,2026-08-23 06:43:31,CAMP_003,VISITOR_442,False
CLK_000206,2026-09-03 19:17:31,CAMP_005,VISITOR_385,False
CLK_000207,2026-09-13 19:16:31,CAMP_004,VISITOR_299,False
CLK_000208,2026-09-06 12:10:31,CAMP_003,VISITOR_174,False
CLK_000209,2026-09-03 05:40:31,CAMP_005,VISITOR_268,False
CLK_000210,2026-08-22 13:41:31,CAMP_005,VISITOR_384,True
CLK_000211,2026-09-03 17:36:31,CAMP_002,VISITOR_324,False
CLK_000212,2026-09-01 09:20:31,CAMP_003,VISITOR_293,True
CLK_000213,2026-09-03 00:40:31,CAMP_005,VISITOR_444,False
CLK_000214,2026-08-16 15:05:31,CAMP_002,VISITOR_199,False
CLK_000215,2026-09-07 15:39:31,CAMP_001,VISITOR_403,False
CLK_000216,2026-08-26 15:20:31,CAMP_005,VISITOR_125,False
CLK_000217,2026-08-21 06:11:31,CAMP_001,VISITOR_190,False
CLK_000218,2026-08-25 06:29:31,CAMP_004,VISITOR_465,False
CLK_000219,2026-09-06 03:19:31,CAMP_001,VISITOR_254,False
CLK_000220,2026-09-11 04:08:31,CAMP_005,VISITOR_120,True
CLK_000221,2026-08-17 12:08:31,CAMP_003,VISITOR_113,False
CLK_000222,2026-08-16 12:10:31,CAMP_002,VISITOR_174,False
CLK_000223,2026-09-01 05:06:31,CAMP_004,VISITOR_332,True
CLK_000224,2026-09-01 03:17:31,CAMP_002,VISITOR_465,False
CLK_000225,2026-09-03 06:21:31,CAMP_003,VISITOR_135,False
CLK_000226,2026-09-11 20:25:31,CAMP_003,VISITOR_465,False
CLK_000227,2026-08-16 14:06:31,CAMP_002,VISITOR_336,True
CLK_000228,2026-08-17 07:11:31,CAMP_002,VISITOR_297,True
CLK_000229,2026-09-12 17:35:31,CAMP_005,VISITOR_484,True
CLK_000230,2026-09-01 00:37:31,CAMP_005,VISITOR_474,False
CLK_000231,2026-09-09 05:53:31,CAMP_005,VISITOR_476,True
CLK_000232,2026-08-22 08:42:31,CAMP_005,VISITOR_367,True
CLK_000233,2026-09-09 02:53:31,CAMP_001,VISITOR_293,True
CLK_000234,2026-09-06 20:21:31,CAMP_003,VISITOR_210,False
CLK_000235,2026-08-22 17:47:31,CAMP_003,VISITOR_471,False
CLK_000236,2026-08-24 11:24:31,CAMP_004,VISITOR_390,False
CLK_000237,2026-09-04 19:56:31,CAMP_003,VISITOR_447,False
CLK_000238,2026-09-11 17:57:31,CAMP_005,VISITOR_121,False
CLK_000239,2026-08-17 15:40:31,CAMP_002,VISITOR_474,True
CLK_000240,2026-09-01 23:46:31,CAMP_003,VISITOR_353,False
CLK_000241,2026-09-04 13:55:31,CAMP_004,VISITOR_117,False
CLK_000242,2026-08-18 02:12:31,CAMP_004,VISITOR_177,False
CLK_000243,2026-08-17 17:40:31,CAMP_005,VISITOR_212,False
CLK_000244,2026-09-01 04:10:31,CAMP_004,VISITOR_354,False
CLK_000245,2026-08-24 12:43:31,CAMP_005,VISITOR_403,False
CLK_000246,2026-08-24 05:35:31,CAMP_002,VISITOR_255,False
CLK_000247,2026-08-30 19:46:31,CAMP_001,VISITOR_157,True
CLK_000248,2026-08-25 10:33:31,CAMP_003,VISITOR_272,False
CLK_000249,2026-08-17 13:52:31,CAMP_001,VISITOR_410,True
CLK_000250,2026-09-05 13:43:31,CAMP_001,VISITOR_243,False
CLK_000251,2026-08-27 12:48:31,CAMP_004,VISITOR_409,False
CLK_000252,2026-09-06 10:07:31,CAMP_003,VISITOR_277,False
CLK_000253,2026-09-10 02:41:31,CAMP_001,VISITOR_471,False
CLK_000254,2026-09-11 06:40:31,CAMP_001,VISITOR_409,False
CLK_000255,2026-08-30 17:43:31,CAMP_001,VISITOR_215,True
CLK_000256,2026-08-18 23:48:31,CAMP_002,VISITOR_244,False
CLK_000257,2026-08-20 15:18:31,CAMP_004,VISITOR_444,False
CLK_000258,2026-08-25 03:51:31,CAMP_005,VISITOR_434,False
CLK_000259,2026-09-01 01:10:31,CAMP_003,VISITOR_132,False
CLK_000260,2026-08-21 18:25:31,CAMP_003,VISITOR_104,False
CLK_000261,2026-08-20 12:46:31,CAMP_003,VISITOR_284,True
CLK_000262,2026-08-31 06:41:31,CAMP_003,VISITOR_456,False
CLK_000263,2026-09-11 05:34:31,CAMP_004,VISITOR_453,False
CLK_000264,2026-09-03 01:14:31,CAMP_001,VISITOR_275,False
CLK_000265,2026-08-29 16:56:31,CAMP_003,VISITOR_134,False
CLK_000266,2026-09-13 16:55:31,CAMP_001,VISITOR_225,False
CLK_000267,2026-08-23 00:24:31,CAMP_001,VISITOR_229,False
CLK_000268,2026-08-23 10:58:31,CAMP_001,VISITOR_292,False
CLK_000269,2026-08-19 17:16:31,CAMP_005,VISITOR_143,False
CLK_000270,2026-09-05 03:47:31,CAMP_001,VISITOR_490,False
CLK_000271,2026-09-12 21:03:31,CAMP_005,VISITOR_459,False
CLK_000272,2026-08-15 08:02:31,CAMP_002,VISITOR_128,False
CLK_000273,2026-09-01 05:30:31,CAMP_001,VISITOR_319,False
CLK_000274,2026-08-31 16:31:31,CAMP_004,VISITOR_303,False
CLK_000275,2026-08-16 13:43:31,CAMP_003,VISITOR_212,False
CLK_000276,2026-08-15 23:38:31,CAMP_005,VISITOR_240,False
CLK_000277,2026-08-18 13:56:31,CAMP_004,VISITOR_276,False
CLK_000278,2026-08-29 18:21:31,CAMP_002,VISITOR_403,False
CLK_000279,2026-08-26 13:09:31,CAMP_004,VISITOR_282,False
CLK_000280,2026-08-28 06:57:31,CAMP_003,VISITOR_293,False
CLK_000281,2026-09-10 23:07:31,CAMP_002,VISITOR_344,False
CLK_000282,2026-08-26 08:59:31,CAMP_003,VISITOR_498,False
CLK_000283,2026-08-31 08:01:31,CAMP_001,VISITOR_270,True
CLK_000284,2026-08-23 08:52:31,CAMP_002,VISITOR_269,False
CLK_000285,2026-08-23 12:16:31,CAMP_002,VISITOR_327,False
CLK_000286,2026-09-01 00:34:31,CAMP_004,VISITOR_146,False
CLK_000287,2026-09-13 19:31:31,CAMP_001,VISITOR_122,True
CLK_000288,2026-08-23 17:55:31,CAMP_002,VISITOR_209,False
CLK_000289,2026-08-27 15:17:31,CAMP_001,VISITOR_166,False
CLK_000290,2026-08-24 11:49:31,CAMP_005,VISITOR_243,False
CLK_000291,2026-08-24 20:34:31,CAMP_004,VISITOR_486,False
CLK_000292,2026-09-07 18:50:31,CAMP_002,VISITOR_298,False
CLK_000293,2026-09-07 05:15:31,CAMP_003,VISITOR_340,False
CLK_000294,2026-08-17 09:12:31,CAMP_002,VISITOR_314,False
CLK_000295,2026-09-08 15:30:31,CAMP_001,VISITOR_135,False
CLK_000296,2026-08-29 21:35:31,CAMP_005,VISITOR_301,False
CLK_000297,2026-09-12 14:12:31,CAMP_002,VISITOR_125,False
CLK_000298,2026-08-23 02:06:31,CAMP_001,VISITOR_346,True
CLK_000299,2026-09-13 03:41:31,CAMP_003,VISITOR_124,True
CLK_000300,2026-09-08 15:39:31,CAMP_003,VISITOR_172,False
CLK_000301,2026-08-19 20:30:31,CAMP_004,VISITOR_158,False
CLK_000302,2026-08-18 09:14:31,CAMP_005,VISITOR_114,False
CLK_000303,2026-09-12 13:43:31,CAMP_004,VISITOR_491,False
CLK_000304,2026-08-29 11:09:31,CAMP_004,VISITOR_268,False
CLK_000305,2026-08-19 19:06:31,CAMP_005,VISITOR_383,False
CLK_000306,2026-09-07 05:42:31,CAMP_003,VISITOR_390,False
CLK_000307,2026-09-08 16:46:31,CAMP_001,VISITOR_269,False
CLK_000308,2026-08-19 17:10:31,CAMP_005,VISITOR_162,False
CLK_000309,2026-08-19 07:14:31,CAMP_001,VISITOR_433,False
CLK_000310,2026-08-25 14:50:31,CAMP_003,VISITOR_295,False
CLK_000311,2026-09-11 21:05:31,CAMP_003,VISITOR_274,False
CLK_000312,2026-08-22 11:51:31,CAMP_001,VISITOR_351,False
CLK_000313,2026-08-19 11:43:31,CAMP_001,VISITOR_261,True
CLK_000314,2026-09-13 08:17:31,CAMP_003,VISITOR_174,True
CLK_000315,2026-08-16 01:04:31,CAMP_005,VISITOR_424,False
CLK_000316,2026-08-27 15:05:31,CAMP_005,VISITOR_371,False
CLK_000317,2026-08-26 02:58:31,CAMP_001,VISITOR_262,False
CLK_000318,2026-09-03 16:40:31,CAMP_001,VISITOR_240,False
CLK_000319,2026-08-31 15:16:31,CAMP_004,VISITOR_423,True
CLK_000320,2026-08-19 18:25:31,CAMP_004,VISITOR_175,False
CLK_000321,2026-08-17 13:16:31,CAMP_002,VISITOR_349,False
CLK_000322,2026-08-21 16:06:31,CAMP_005,VISITOR_354,True
CLK_000323,2026-08-21 05:22:31,CAMP_003,VISITOR_457,True
CLK_000324,2026-08-30 16:07:31,CAMP_002,VISITOR_388,False
CLK_000325,2026-08-25 18:03:31,CAMP_005,VISITOR_240,False
CLK_000326,2026-08-15 04:33:31,CAMP_003,VISITOR_296,False
CLK_000327,2026-09-09 16:56:31,CAMP_002,VISITOR_203,True
CLK_000328,2026-08-23 22:46:31,CAMP_002,VISITOR_304,False
CLK_000329,2026-08-15 00:52:31,CAMP_004,VISITOR_368,False
CLK_000330,2026-08-23 09:43:31,CAMP_003,VISITOR_417,False
CLK_000331,2026-09-13 01:37:31,CAMP_002,VISITOR_486,False
CLK_000332,2026-08-30 11:18:31,CAMP_003,VISITOR_473,False
CLK_000333,2026-09-13 15:01:31,CAMP_001,VISITOR_209,True
CLK_000334,2026-09-06 05:29:31,CAMP_001,VISITOR_396,False
CLK_000335,2026-09-09 09:09:31,CAMP_001,VISITOR_335,False
CLK_000336,2026-08-19 18:53:31,CAMP_002,VISITOR_254,False
CLK_000337,2026-08-18 01:14:31,CAMP_001,VISITOR_218,False
CLK_000338,2026-08-19 08:18:31,CAMP_003,VISITOR_297,False
CLK_000339,2026-09-10 06:11:31,CAMP_001,VISITOR_301,False
CLK_000340,2026-08-29 07:28:31,CAMP_003,VISITOR_174,False
CLK_000341,2026-09-07 14:56:31,CAMP_004,VISITOR_167,False
CLK_000342,2026-08-28 14:23:31,CAMP_003,VISITOR_274,True
CLK_000343,2026-08-18 13:13:31,CAMP_001,VISITOR_245,False
CLK_000344,2026-09-10 10:22:31,CAMP_001,VISITOR_331,False
CLK_000345,2026-08-22 04:48:31,CAMP_005,VISITOR_370,False
CLK_000346,2026-09-01 10:07:31,CAMP_004,VISITOR_247,False
CLK_000347,2026-08-19 21:17:31,CAMP_001,VISITOR_107,True
CLK_000348,2026-09-08 11:11:31,CAMP_002,VISITOR_395,False
CLK_000349,2026-08-30 01:08:31,CAMP_004,VISITOR_471,False
CLK_000350,2026-08-22 15:20:31,CAMP_003,VISITOR_272,False
CLK_000351,2026-09-09 14:52:31,CAMP_004,VISITOR_317,False
CLK_000352,2026-09-12 00:05:31,CAMP_005,VISITOR_285,True
CLK_000353,2026-08-15 10:05:31,CAMP_004,VISITOR_350,False
CLK_000354,2026-09-01 14:39:31,CAMP_003,VISITOR_191,False
CLK_000355,2026-08-30 20:18:31,CAMP_002,VISITOR_114,False
CLK_000356,2026-09-04 18:32:31,CAMP_002,VISITOR_445,True
CLK_000357,2026-09-08 16:16:31,CAMP_004,VISITOR_202,True
CLK_000358,2026-08-28 11:49:31,CAMP_003,VISITOR_295,False
CLK_000359,2026-08-19 13:28:31,CAMP_002,VISITOR_187,False
CLK_000360,2026-08-21 01:52:31,CAMP_005,VISITOR_154,True
CLK_000361,2026-09-13 02:37:31,CAMP_004,VISITOR_457,False
CLK_000362,2026-08-24 16:25:31,CAMP_004,VISITOR_446,False
CLK_000363,2026-08-18 16:53:31,CAMP_005,VISITOR_161,False
CLK_000364,2026-08-25 04:41:31,CAMP_003,VISITOR_380,False
CLK_000365,2026-09-07 18:02:31,CAMP_002,VISITOR_487,False
CLK_000366,2026-08-21 10:25:31,CAMP_003,VISITOR_267,False
CLK_000367,2026-09-06 18:22:31,CAMP_001,VISITOR_325,False
CLK_000368,2026-08-31 22:55:31,CAMP_004,VISITOR_453,False
CLK_000369,2026-08-21 01:07:31,CAMP_003,VISITOR_413,False
CLK_000370,2026-09-09 15:36:31,CAMP_003,VISITOR_162,False
CLK_000371,2026-08-26 09:18:31,CAMP_001,VISITOR_492,False
CLK_000372,2026-08-27 01:44:31,CAMP_003,VISITOR_304,True
CLK_000373,2026-09-06 00:40:31,CAMP_005,VISITOR_472,False
CLK_000374,2026-08-17 07:12:31,CAMP_003,VISITOR_475,False
CLK_000375,2026-09-11 15:35:31,CAMP_005,VISITOR_406,True
CLK_000376,2026-09-12 23:52:31,CAMP_003,VISITOR_493,True
CLK_000377,2026-08-21 08:54:31,CAMP_001,VISITOR_102,False
